DestPlace;DestNo;Date;Time;Minutes;Amt1;CustNo;UserID;CallGroup
Colchester;1206797556;27.4;9:24;16:59;0,04;SBV061205;1473687679;LOC
Bradford;1274733899;18.4;9:24;10:59;0,025;SBV051521;1484530710;LOC
;1379853384;14.5;9:24;5:19;0,369;SBV010901;8009806000;FRE
;1420472823;15.5;9:24;4:28;0,31;SBV010901;8009806000;FRE
Ipswich;1473583000;6.3;9:24;2:01;0,08;SBV061205;1473687679;LOC
Ipswich;1473583000;3.4;9:24;1:56;0,078;SBV061205;1473687679;LOC
Ipswich;1473717722;5.4;9:24;4:59;0,034;SBV061205;1473687679;LOC
Ipswich;1473822906;24.4;9:24;2:02;0,081;SBV061205;1473687679;LOC
Huddersfield;1484664576;11.4;9:24;1:44;0,072;SBV051521;1484530710;LOC
Huddersfield;1484881000;11.4;9:24;8:59;0,036;SBV051521;1484530710;LOC
;1517225755;14.5;9:24;9:23;0,652;SBV010901;8009806000;FRE
;1614315848;4.5;9:24;2:39;0,184;SBV022714;800252099;FRE
Manchester;1619269569;9.5;9:24;2:17;0,115;SBV051521;1484530710;NAT
Mansfield;1623722290;14.5;9:24;23:59;0,053;SBV012901;2085758443;NAT
;1625503735;2.5;9:24;1:52;0,129;SBV022714;800252099;FRE
Rochdale;1706648004;9.5;9:24;0:59;0,037;SBV051521;1484530710;NAT
Royston;1763261837;11.5;9:24;1:34;0,085;SBV012901;2085758443;NAT
Royston;1763261837;12.5;9:24;6:59;0,025;SBV012901;2085758443;NAT
Royston;1763262489;16.5;9:24;18:59;0,049;SBV012901;2085758443;NAT
Vodafone;7771965233;3.4;9:24;2:37;0,362;SBV051521;1484530710;MOB
Cellnet;7801455464;23.3;9:24;9:59;0,14;SBV051521;1484530710;MOB
Racal Vodafon;7831163817;29.5;9:24;2:05;0,535;217654;1189831526;MOB
Cable & Wirel;9062517517;1.5;9:24;5:59;0,06;SBV061205;1473687679;PRM
GERMANY MOBIL;4,92E+11;6.4;9:24;3:05;0,902;320180;1778347123;MOB
Vodafone Cell;378497218;30.3;9:25;1:36;0,229;SBV061205;1473687679;MOB
Sheffield;1142500331;20.3;9:25;7:59;0,042;SBV051521;1484530710;NAT
;1189780724;22.5;9:25;8:06;0,562;SBV010901;8009806000;FRE
Hitchin;1462490898;29.5;9:25;3:59;0,022;SBV012901;2085758443;NAT
Ipswich;1473632037;10.4;9:25;3:19;0,12;SBV061205;1473687679;LOC
Ipswich;1473727576;29.3;9:25;1:39;0,069;SBV061205;1473687679;LOC
Ipswich;1473780398;4.5;9:25;8:59;0,048;SBV061205;1473687679;LOC
Huddersfield;1484430000;2.4;9:25;1:50;0,075;SBV051521;1484530710;LOC
Huddersfield;1484659813;13.3;9:25;13:42;0,433;SBV051521;1484530710;LOC
Liverpool;1518025000;18.4;9:25;1:22;0,076;SBV051521;1484530710;NAT
Manchester;1612462227;28.3;9:25;13:59;0,046;SBV051521;1484530710;NAT
;1617424200;23.5;9:25;17:59;0,048;SBV022714;800243088;FRE
Mansfield;1623752053;14.5;9:25;1:24;0,078;SBV012901;2085758443;NAT
;1793850181;16.5;9:25;6:22;0,442;SBV010901;8009806000;FRE
London;2075531754;23.4;9:25;19:59;0,033;SBV061205;1473687679;NAT
Cellnet;7740173516;4.5;9:25;17:59;0,057;SBV051521;1484530710;MOB
Cellnet;7801986845;4.5;9:25;15:59;0,053;SBV051521;1484530710;MOB
Cellnet;7803115990;19.3;9:25;1:43;0,233;SBV051521;1484530710;MOB
Cellnet (tscr;7885661982;4.5;9:25;23:59;0,119;SBV051521;1484530710;MOB
Mercury Natio;8709090666;1.5;9:25;7:30;0,332;SBV061205;1473687679;Iol
;1132396300;25.5;9:26;6:23;0,443;SBV022714;800252048;FRE
;1132524455;22.5;9:26;1:59;0,057;SBV022714;800252099;FRE
;1142819299;22.4;9:26;1:43;0,119;SBV022713;800393606;FRE
Nottingham;1159513300;16.5;9:26;18:59;0,042;332833;1440730295;NAT
Barnsley;1226710329;27.3;9:26;16:59;0,028;SBV051521;1484530710;LOC
Canterbury;1227771337;10.5;9:26;3:05;0,113;SBV082403;1227772122;LOC
Diss;1379643080;17.5;9:26;3:59;0,032;332833;1440730295;NAT
Diss;1379651041;17.5;9:26;14:59;0,04;332833;1440730295;NAT
Glasgow;1412215554;19.3;9:26;2:01;0,124;320180;1778347123;NAT
;1442879089;1.5;9:26;7:03;0,489;SBV010901;8009806000;FRE
Ipswich;1473822820;3.5;9:26;17:59;0,029;SBV061205;1473687679;LOC
;1516322336;24.5;9:26;19:59;0,05;SBV022714;800243189;FRE
Markyate;1582434709;31.5;9:26;4:59;0,056;SBV012901;2085758443;NAT
Manchester;1618375804;2.5;9:26;4:41;0,215;SBV012901;2085758443;NAT
Manchester;1618480300;9.5;9:26;1:05;0,045;SBV071801;1652640565;NAT
Matlock;1629583466;10.5;9:26;6:22;0,212;SBV121201;1246822893;LOC
Matlock;1629823472;14.5;9:26;1:01;0,05;SBV121201;1246822893;LOC
Iver;1753500400;14.3;9:26;1:33;0,084;SBV051521;1484530710;NAT
Bourne;1778341122;1.5;9:26;3:02;0,111;320180;1778347123;LOC
Bourne;1778380080;27.4;9:26;2:23;0,094;320180;1778347123;LOC
;1789205404;15.5;9:26;3:12;0,222;SBV022714;800243088;FRE
Thanet;1843847934;12.5;9:26;16:59;0,025;SBV082403;1227772123;LOC
Wakefield;1924501882;17.4;9:26;1:14;0,057;SBV051521;1484530710;LOC
Pontefract;1977518343;4.5;9:26;4:27;0,205;SBV051521;1484530710;NAT
London;2079776600;6.3;9:26;2:59;0,038;SBV061205;1473687679;NAT
Cellnet;7740173516;3.5;9:26;18:59;0,059;SBV051521;1484530710;MOB
;7968364569;29.5;9:26;3:25;0,237;SBV022713;800833481;FRE
Torch;8701200065;9.5;9:26;1:59;0,054;SBV121201;1629823472;Iol
Colchester;1206841084;24.3;9:27;2:48;0,041;SBV061205;1473687679;LOC
Bury-St-Edmun;1284767511;8.5;9:27;9:59;0,043;SBV061205;1473687679;NAT
;1302771258;29.3;9:27;1:15;0,086;SBV033003;800393494;FRE
;1332371529;21.5;9:27;2:32;0,176;SBV022714;800252099;FRE
Halifax;1422376657;11.4;9:27;19:59;0,042;SBV051521;1484530710;LOC
Hitchin;1462488742;11.5;9:27;15:59;0,031;SBV051002;1268553031;NAT
Ipswich;1473216333;22.3;9:27;17:59;0,041;SBV061205;1473687679;LOC
Huddersfield;1484430000;6.3;9:27;3:59;0,046;SBV051521;1484530710;LOC
Huddersfield;1484430000;17.4;9:27;9:59;0,037;SBV051521;1484530710;LOC
Huddersfield;1484658499;11.4;9:27;9:59;0,049;SBV051521;1484530710;LOC
;1535669126;9.5;9:27;19:59;0,023;SBV022714;800243189;FRE
Manchester;1618480300;4.5;9:27;13:59;0,03;SBV071801;1652640565;NAT
;1623860084;16.5;9:27;4:07;0,286;SBV022714;800243088;FRE
Matlock;1629815317;11.5;9:27;14:59;0,027;SBV121201;1629823472;LOC
Newmarket;1638515707;22.5;9:27;1:59;0,038;SBV012901;2085758443;NAT
Peterborough;1733577339;2.3;9:27;20:59;0,039;320180;1778347123;LOC
Spalding;1775724701;26.4;9:27;1:24;0,067;320180;1778347123;LOC
Bourne;1778346982;27.3;9:27;17:59;0,038;320180;1778347123;LOC
Bourne;1778380080;11.4;9:27;2:39;0,101;320180;1778347123;LOC
;1943865049;3.5;9:27;1:17;0,089;SBV022714;800243093;FRE
;2920807782;12.5;9:27;6:59;0,485;SBV010901;8009806000;FRE
Cellnet;7740173516;9.4;9:27;11:59;0,044;SBV051521;1484530710;MOB
Vodafone;7771965233;9.5;9:27;11:59;0,046;SBV051521;1484530710;MOB
;7775914630;24.5;9:27;14:59;0,045;SBV022714;800243189;FRE
Leeds;1132527752;12.3;9:28;20:59;0,034;SBV051521;1484530710;NAT
Leeds;1132684421;3.4;9:28;4:59;0,056;SBV051521;1484530710;NAT
;1162996929;22.5;9:28;1:16;0,088;SBV022714;800252099;FRE
Colchester;1206841084;21.3;9:28;7:12;0,237;SBV061205;1473687679;LOC
;1213539377;5.5;9:28;3:03;0,211;SBV022714;800252099;FRE
;1217055604;30.5;9:28;3:16;0,227;SBV010901;8009806000;FRE
Canterbury;1227451791;12.5;9:28;3:56;0,05;SBV082403;1227772123;LOC
;1246232254;27.3;9:28;22:59;0,026;SBV022713;800833481;FRE
Bradford;1274406416;25.4;9:28;21:59;0,043;SBV051521;1484530710;LOC
;1274641836;29.5;9:28;1:01;0,07;SBV022714;800252099;FRE
;1423884866;23.5;9:28;2:10;0,15;SBV022714;800252099;FRE
Huddersfield;1484222754;16.3;9:28;2:11;0,085;SBV051521;1484530710;LOC
Huddersfield;1484532346;16.3;9:28;3:15;0,118;SBV051521;1484530710;LOC
;1494676987;10.5;9:28;1:54;0,132;SBV022714;800243225;FRE
;1513277495;10.5;9:28;1:13;0,084;SBV022714;800252099;FRE
;1695422974;11.5;9:28;2:22;0,164;SBV022714;800243189;FRE
Peterborough;1733555520;6.4;9:28;1:23;0,067;320180;1778347123;LOC
;1744889566;9.5;9:28;3:38;0,252;SBV022714;800243093;FRE
;1780762168;17.5;9:28;2:02;0,141;SBV022714;800243088;FRE
;1785226331;29.5;9:28;8:22;0,581;SBV010901;8009806000;FRE
;1793497618;3.5;9:28;3:30;0,243;SBV010901;8009806000;FRE
;1795510905;8.5;9:28;4:59;0,061;SBV010901;8009806000;FRE
Pontefract;1977616550;28.3;9:28;4:59;0,04;SBV051521;1484530710;NAT
Cellnet;7715762154;14.5;9:28;20:59;0,063;SBV121201;1246822893;MOB
Vodafone;7818411180;27.3;9:28;17:59;0,111;SBV051521;1484530710;MOB
Vodafone;7909691394;12.3;9:28;10:59;0,148;SBV051521;1484530710;MOB
;7966118270;31.5;9:28;6:46;0,47;SBV010901;8009806000;FRE
Orange;7967465145;8.3;9:28;1:55;0,388;320180;1778347123;MOB
6141;61412865110;3.4;9:28;0:59;0,175;SBV051521;1484530710;MOB
Leeds;1132329111;20.3;9:29;6:59;0,024;SBV051521;1484530710;NAT
Leeds;1132752803;22.3;9:29;23:59;0,036;SBV051521;1484530710;NAT
;1215259932;5.5;9:29;3:35;0,249;SBV022714;800252099;FRE
;1332372493;1.4;9:29;22:59;0,026;SBV022713;800833481;FRE
Ipswich;1473554521;29.3;9:29;1:59;0,033;SBV061205;1473687679;LOC
Huddersfield;1484647872;6.3;9:29;16:59;0,028;SBV051521;1484530710;LOC
Manchester;1616611788;13.3;9:29;8:59;0,026;SBV051521;1484530710;NAT
;1619801500;2.5;9:29;2:01;0,14;SBV022714;800252358;FRE
Macclesfield;1625434673;18.4;9:29;1:17;0,073;SBV051521;1484530710;NAT
Peterborough;1733874415;2.3;9:29;2:52;0,107;320180;1778347123;LOC
Iver;1753823051;16.3;9:29;3:21;0,159;SBV061205;1473687690;NAT
Ripley;1773541020;12.5;9:29;18:59;0,025;SBV121201;1246822893;LOC
;1773727302;29.5;9:29;1:13;0,084;SBV022714;800243189;FRE
Sudbury;1787373421;4.4;9:29;1:57;0,078;SBV061205;1473687679;LOC
Wakefield;1924326590;6.3;9:29;2:15;0,087;SBV051521;1484530710;LOC
;1926315862;14.5;9:29;1:20;0,092;SBV022714;800252048;FRE
;1937574707;17.5;9:29;1:35;0,11;SBV022714;800252099;FRE
Cellnet;7710114446;26.4;9:29;13:59;0,098;SBV051521;1484530710;MOB
Cellnet;7740198999;16.5;9:29;2:33;0,401;332833;1440730295;MOB
Tscr Limited;7759684823;13.3;9:29;1:10;0,165;SBV051521;1484530710;MOB
Bt(national R;8705210410;8.5;9:29;13:59;0,029;SBV061205;1473687679;Iol
Vodafone;79000161060;3.4;9:29;11:59;0,046;SBV051521;1484530710;MOB
;1132890089;17.5;9:30;2:20;0,162;SBV022714;800252099;FRE
Reading;1189409012;9.5;9:30;2:59;0,042;217654;1189831526;LOC
;1216890878;12.5;9:30;15:59;0,018;SBV022714;800243088;FRE
;1296392427;23.5;9:30;9:49;0,682;SBV022713;800833481;FRE
;1296631380;14.5;9:30;1:01;0,07;SBV022714;800243093;FRE
;1332842589;9.5;9:30;16:59;0,019;SBV022713;800833481;FRE
Halifax;1422377418;11.4;9:30;21:59;0,043;SBV051521;1484530710;LOC
Ipswich;1473727576;30.3;9:30;4:59;0,034;SBV061205;1473687679;LOC
Huddersfield;1484327871;6.4;9:30;3:59;0,046;SBV051521;1484530710;LOC
Huddersfield;1484450000;10.4;9:30;5:59;0,023;SBV051521;1484530710;LOC
;1516451427;22.5;9:30;2:52;0,199;SBV022714;800252099;FRE
;1582410362;23.5;9:30;11:59;0,041;SBV022714;800243088;FRE
Norwich;1603772019;24.4;9:30;13:59;0,046;SBV061205;1473687679;NAT
;1623623473;16.5;9:30;2:22;0,164;SBV022714;800243189;FRE
;1625503735;2.5;9:30;9:59;0,067;SBV022714;800252099;FRE
Iver;1753213614;7.3;9:30;10:59;0,044;SBV061205;1473687690;NAT
Ripley;1773541020;9.5;9:30;3:48;0,134;SBV121201;1629823472;LOC
;1782441300;26.4;9:30;9:59;0,039;SBV022713;800833481;FRE
;1789205404;15.5;9:30;21:59;0,053;SBV022714;800243088;FRE
;1902621663;12.5;9:30;1:35;0,11;SBV022714;800252099;FRE
;1902742324;25.5;9:30;3:06;0,215;SBV010901;8009806000;FRE
Wigan;1942221400;9.3;9:30;1:10;0,068;SBV051521;1484530710;NAT
London;2075531239;2.5;9:30;6:59;0,058;SBV061205;1473687679;NAT
Vodafone;7900161060;3.4;9:30;7:31;1,003;SBV051521;1484530710;MOB
Orange;7974967050;17.4;9:30;1:35;0,244;SBV051521;1484530710;MOB
Leeds;1132786181;14.5;9:31;1:10;0,068;SBV051521;1484530710;NAT
Colchester;1206772799;19.3;9:31;1:06;0,053;SBV061205;1473687679;LOC
Birmingham;1212340118;18.4;9:31;1:40;0,089;SBV051521;1484530710;NAT
;1384816865;23.5;9:31;2:24;0,166;SBV022714;800252099;FRE
Glossop;1457858888;18.4;9:31;9:59;0,049;SBV051521;1484530710;LOC
;1462431119;31.5;9:31;3:16;0,227;SBV010901;8009806000;FRE
Hitchin;1462490898;29.5;9:31;2:59;0,055;SBV012901;2085758443;NAT
Ipswich;1473255912;29.3;9:31;10:59;0,049;SBV061205;1473687679;LOC
Huddersfield;1484234120;4.5;9:31;15:59;0,04;SBV051521;1484530710;LOC
Huddersfield;1484430000;10.4;9:31;11:59;0,026;SBV051521;1484530710;LOC
Huddersfield;1484664022;6.4;9:31;1:02;0,051;SBV051521;1484530710;LOC
;1513422640;2.5;9:31;6:04;0,421;SBV022714;800243225;FRE
;1524782668;5.5;9:31;12:46;0,887;SBV010901;8009806000;FRE
;1614391232;26.5;9:31;21:59;0,053;SBV022714;800252099;FRE
Peterborough;1733874415;21.3;9:31;0:59;0,041;320180;1778347123;LOC
;1744451184;18.5;9:31;1:19;0,091;SBV022714;800243093;FRE
Bourne;1778394129;30.3;9:31;3:24;0,121;320180;1778347123;LOC
Bourne;1778394894;10.4;9:31;9:59;0,045;320180;1778347123;LOC
;1827288188;16.5;9:31;1:23;0,096;SBV022714;800252048;FRE
Wakefield;1924383233;22.3;9:31;7:59;0,036;SBV051521;1484530710;LOC
Tscr (gsm);7802947799;20.4;9:31;5:21;0,852;320180;1778347123;MOB
Tscr (gsm);7802947799;8.5;9:31;1:09;0,206;320180;1778347123;MOB
;7949070497;28.5;9:31;2:08;0,148;SBV022714;800243093;FRE
;152766049;26.5;9:32;1:25;0,098;SBV022714;800252099;FRE
Nottingham;1159580765;16.5;9:32;18:58;0,795;332833;1440730295;NAT
Nottingham;1159670022;22.5;9:32;2:44;0,133;SBV012901;2085758443;NAT
Canterbury;1227771065;12.5;9:32;1:05;0,028;SBV082403;1227772123;LOC
Chelmsford;1245227828;3.4;9:32;23:59;0,053;SBV061205;1473687679;NAT
;1274589325;24.5;9:32;10:59;0,068;SBV022714;800252099;FRE
;1302570882;26.5;9:32;7:59;0,009;SBV033003;800393494;FRE
Great Dunmow;1371876075;2.4;9:32;18:59;0,033;SBV061205;1473687679;NAT
Ipswich;1473232333;29.3;9:32;1:53;0,076;SBV061205;1473687679;LOC
Huddersfield;1484430000;4.4;9:32;1:59;0,033;SBV051521;1484530710;LOC
Huddersfield;1484664576;11.4;9:32;1:10;0,055;SBV051521;1484530710;LOC
;1509890161;15.5;9:32;2:30;0,173;SBV022714;800243088;FRE
;1619040373;9.5;9:32;2:32;0,176;SBV022714;800252358;FRE
Rainford;1744451302;9.3;9:32;11:59;0,045;SBV051521;1484531712;NAT
Bourne;1778394894;10.4;9:32;21:59;0,039;320180;1778347123;LOC
;1903761564;3.5;9:32;11:59;0,041;SBV010901;8009806000;FRE
Wakefield;1924829800;22.3;9:32;8:59;0,036;SBV051521;1484530710;LOC
;1925729798;14.5;9:32;1:18;0,09;SBV022714;800252099;FRE
London;2075531754;14.5;9:32;4:36;0,211;SBV061205;1473687679;NAT
London;2075801818;29.5;9:32;3:01;0,125;SBV071613;1435866154;NAT
;2380231187;24.5;9:32;1:40;0,115;SBV010901;8009806000;FRE
Cellnet;7801986845;24.3;9:32;3:59;0,02;SBV051521;1484530710;MOB
Cellnet;7808481710;19.4;9:32;2:47;0,366;SBV051521;1484530710;MOB
Orange;7966248757;3.5;9:32;8:59;0,078;SBV071801;1652640565;MOB
Cable & Wirel;9062517517;1.5;9:32;5:59;0,06;SBV061205;1473687679;PRM
;1142397084;14.5;9:33;2:23;0,165;SBV022714;800252099;FRE
;1142431142;21.5;9:33;2:38;0,183;SBV033005;800435723;FRE
Nottingham;1159670022;17.5;9:33;2:16;0,114;SBV012901;2085758443;NAT
Colchester;1206841084;24.3;9:33;7:59;0,024;SBV061205;1473687679;LOC
Birmingham;1212340118;1.5;9:33;6:59;0,024;SBV051521;1484530710;NAT
Canterbury;1227451791;12.5;9:33;2:18;0,037;SBV082403;1227772123;LOC
;1332547540;13.4;9:33;2:59;0,003;SBV022713;800833481;FRE
Braintree;1376573588;19.3;9:33;1:47;0,094;SBV061205;1473687679;NAT
Ipswich;1473215900;9.3;9:33;1:44;0,072;SBV061205;1473687679;LOC
Ipswich;1473581410;27.4;9:33;2:48;0,104;SBV061205;1473687679;LOC
Huddersfield;1484304468;25.4;9:33;2:56;0,108;SBV051521;1484530710;LOC
Huddersfield;1484515505;27.3;9:33;1:04;0,052;SBV051521;1484530710;LOC
;1606832919;8.5;9:33;2:52;0,199;SBV022714;800252048;FRE
Royston;1763261837;14.5;9:33;1:37;0,087;SBV012901;2085758443;NAT
;1767312225;28.5;9:33;1:29;0,103;SBV022714;800243088;FRE
Thetford;1842754251;4.5;9:33;1:03;0,063;SBV051521;1484530710;NAT
;1902663610;23.5;9:33;2:31;0,174;SBV022714;800252099;FRE
;1922650000;25.5;9:33;1:11;0,082;SBV022714;800243088;FRE
;1926778794;17.5;9:33;2:33;0,177;SBV022714;800252048;FRE
London;2072841314;15.5;9:33;20:59;0,025;308;2074316125;LOC
London;2074358002;14.5;9:33;12:59;0,025;308;2074316125;LOC
London;2075531711;11.4;9:33;2:41;0,131;SBV061205;1473687679;NAT
London;2083466533;14.5;9:33;20:59;0,025;308;2074316125;LOC
;2086431297;3.5;9:33;2:18;0,159;SBV010901;8009806000;FRE
Orange;7968174085;14.5;9:33;7:59;0,095;SBV051521;1484530710;MOB
Orange;7971196089;9.5;9:33;3:59;0,066;SBV071801;1652640565;MOB
Cable & Wirel;9062517517;1.5;9:33;3:59;0,046;SBV061205;1473687679;PRM
Racal Vodafon;370440754;13.3;9:34;2:09;0,301;SBV051521;1484530710;MOB
Nottingham;1159092519;12.5;9:34;1:12;0,032;SBV121201;1246822893;NAT
Reading;1189409012;2.5;9:34;2:59;0,052;217654;1189831526;LOC
;1217064993;3.5;9:34;1:07;0,077;SBV022714;800243093;FRE
Canterbury;1227478719;14.5;9:34;1:59;0,045;SBV082403;1227772123;LOC
Bradford;1274406416;24.4;9:34;1:51;0,075;SBV051521;1484530710;LOC
Bradford;1274852628;2.3;9:34;6:59;0,035;SBV051521;1484530710;LOC
;1279814818;16.5;9:34;1:14;0,085;SBV010901;8009806000;FRE
;1284703872;2.5;9:34;21:59;0,053;SBV010901;8009806000;FRE
;1384833851;31.5;9:34;12:59;0,042;SBV022714;800243225;FRE
Ipswich;1473788728;5.3;9:34;1:02;0,051;SBV061205;1473687679;LOC
;1536515053;17.5;9:34;10:30;0,729;SBV010901;8009806000;FRE
;1536790407;31.5;9:34;8:31;0,591;SBV010901;8009806000;FRE
Markyate;1582434709;10.5;9:34;10:59;0,061;SBV012901;2085758443;NAT
;1592741899;28.5;9:34;2:04;0,143;SBV010901;8009806000;FRE
Manchester;1612247719;21.5;9:34;13:59;0,025;308;2074316125;NAT
Peterborough;1733325555;1.5;9:34;0:59;0,041;320180;1778347123;LOC
Royston;1763231877;15.5;9:34;14:04;0,568;308;2074316125;NAT
Ripley;1773810444;29.5;9:34;1:27;0,08;SBV012901;2085758443;NAT
;1782636234;12.5;9:34;1:05;0,075;SBV022714;800252048;FRE
Sudbury;1787373421;4.5;9:34;20:59;0,042;SBV061205;1473687679;LOC
Clopton;1832273745;11.4;9:34;2:38;0,154;320180;1778347123;NAT
;2082272000;31.5;9:34;4:04;0,282;SBV010901;8009806000;FRE
Cellnet;7713502019;10.4;9:34;19:59;0,061;SBV051521;1484530710;MOB
Cellnet;7740173516;4.4;9:34;1:40;0,227;SBV051521;1484530710;MOB
Cellnet;7740173516;9.5;9:34;20:59;0,063;SBV051521;1484530710;MOB
Racal Vodafon;7770636875;2.3;9:34;5:35;0,931;320180;1778347123;MOB
;7801541751;8.5;9:34;1:00;0,069;SBV033005;800435723;FRE
Orange Pcs;7855305729;10.4;9:34;6:13;0,902;SBV051521;1484530710;MOB
Cellnet;7889638963;19.3;9:34;12:59;0,046;SBV051521;1484530710;MOB
;7946539844;5.4;9:34;10:59;0,068;SBV033003;800393494;FRE
Cable & Wirel;9062517517;1.5;9:34;2:59;0,04;SBV061205;1473687679;PRM
Leeds;1132329111;13.3;9:35;1:32;0,083;SBV051521;1484530710;NAT
;1158469411;1.5;9:35;1:08;0,078;SBV022714;800243093;FRE
Cambridge;1223216234;17.5;9:35;2:05;0,082;332833;1440730295;LOC
Canterbury;1227770065;12.5;9:35;2:59;0,02;SBV082403;1227772122;LOC
Canterbury;1227771065;12.5;9:35;15:59;0,022;SBV082403;1227772122;LOC
;1244550619;11.5;9:35;6:35;0,457;SBV010901;8009806000;FRE
Bury-St-Edmun;1284704747;23.3;9:35;23:59;0,053;SBV061205;1473687679;NAT
Ipswich;1473216333;6.4;9:35;23:59;0,032;SBV061205;1473687679;LOC
Ipswich;1473259999;5.4;9:35;14:59;0,039;SBV061205;1473687679;LOC
Ipswich;1473787680;30.3;9:35;11:59;0,038;SBV061205;1473687679;LOC
Huddersfield;1484430000;14.3;9:35;6:40;0,221;SBV051521;1484530710;LOC
Huddersfield;1484430000;5.4;9:35;6:45;0,223;SBV051521;1484530710;LOC
Huddersfield;1484431214;9.3;9:35;7:59;0,036;SBV051521;1484531712;LOC
;1516451427;25.5;9:35;1:31;0,105;SBV022714;800252099;FRE
Newmarket;1638515666;31.5;9:35;17:59;0,049;SBV012901;2085758443;NAT
;1709583512;14.5;9:35;7:59;0,037;SBV033001;8009806014;FRE
Saxmundham;1728861264;25.4;9:35;6:59;0,035;SBV061205;1473687679;LOC
Peterborough;1733563965;6.4;9:35;23:59;0,051;320180;1778347123;LOC
;1869244453;30.5;9:35;1:08;0,078;SBV022714;800243189;FRE
;1869250377;30.5;9:35;23:59;0,055;SBV022714;800243189;FRE
London;2075531754;8.5;9:35;1:54;0,099;SBV061205;1473687679;NAT
London;2077393441;21.5;9:35;2:01;0,104;SBV032615;1634407040;NAT
London;2084575200;21.5;9:35;1:36;0,032;308;2074316125;LOC
Vodafone;7771630940;9.5;9:35;3:59;0,081;SBV061205;1473687679;MOB
Orange Pcs;7855305729;6.4;9:35;6:37;0,959;SBV051521;1484530710;MOB
Orange;7974095959;27.3;9:35;3:59;0,09;SBV051521;1484530710;MOB
Torch;8451287424;12.5;9:35;12:52;0,118;SBV121201;1629825623;LOC
Cable & Wirel;9062517517;1.5;9:35;3:59;0,046;SBV061205;1473687679;PRM
Cable & Wirel;9062517517;1.5;9:35;2:59;0,04;SBV061205;1473687679;PRM
Cable & Wirel;9062517517;1.5;9:35;2:59;0,04;SBV061205;1473687679;PRM
GERMANY MOBIL;4,92E+11;17.4;9:35;19:59;0,124;320180;1778347123;MOB
Racal (groupe;374606685;13.3;9:36;5:59;0,137;SBV051521;1484530710;MOB
Sheffield;1142500676;10.4;9:36;3:03;0,147;SBV051521;1484531712;NAT
;1234273628;31.5;9:36;3:00;0,208;SBV022714;800252099;FRE
;1235705296;16.5;9:36;5:59;0,062;SBV022714;800252099;FRE
;1244382026;16.5;9:36;2:46;0,192;SBV022714;800252099;FRE
Huddersfield;1484424335;26.4;9:36;7:18;0,24;SBV051521;1484530710;LOC
Huddersfield;1484430000;13.3;9:36;11:59;0,026;SBV051521;1484530710;LOC
Huddersfield;1484454567;12.4;9:36;14:59;0,039;SBV051521;1484530710;LOC
Huddersfield;1484653942;14.3;9:36;2:53;0,107;SBV051521;1484530710;LOC
;1513343277;23.5;9:36;2:29;0,172;SBV022714;800252099;FRE
;1604821643;29.5;9:36;10:59;0,068;SBV022714;800252099;FRE
;1606737529;31.5;9:36;6:59;0,035;SBV022714;800252048;FRE
Manchester;1613307631;2.5;9:36;17:59;0,032;SBV051521;1484530710;NAT
;1623623473;17.5;9:36;1:03;0,072;SBV022714;800243189;FRE
;1704875400;25.5;9:36;3:27;0,239;SBV022714;800252048;FRE
;1727764563;30.5;9:36;1:26;0,099;SBV010901;8009806000;FRE
Bourne;1778344533;20.4;9:36;19:59;0,038;320180;1778347123;LOC
Bourne;1778394129;14.5;9:36;1:59;0,052;320180;1778347123;LOC
Bourne;1778570593;1.5;9:36;1:36;0,073;320180;1778347123;LOC
;1924824816;1.5;9:36;18:59;0,049;SBV022714;800252099;FRE
Wigan;1942708325;2.3;9:36;2:53;0,14;SBV051521;1484530710;NAT
London;2072481084;6.4;9:36;1:59;0,038;SBV061205;1473687679;NAT
Cellnet;7801455464;25.4;9:36;1:59;0,123;SBV051521;1484530710;MOB
Orange Pcs;7855305729;22.3;9:36;17:59;0,065;SBV051521;1484530710;MOB
Orange;7967510020;31.5;9:36;2:59;0,178;217654;1189831526;MOB
Sheffield;1142213152;25.4;9:37;2:59;0,055;SBV051521;1484530710;NAT
;1142469401;21.5;9:37;8:59;0,066;SBV022714;800252099;FRE
Sheffield;1142756200;24.4;9:37;9:59;0,043;SBV051521;1484530710;NAT
Nottingham;1159092519;12.5;9:37;2:18;0,044;SBV121201;1246822893;NAT
;1162784966;14.5;9:37;14:59;0,045;SBV022714;800252048;FRE
;1162874824;5.5;9:37;2:03;0,142;SBV022714;800252099;FRE
;1162874824;16.5;9:37;18:59;0,049;SBV022714;800252099;FRE
;1189780724;18.5;9:37;1:59;0,137;SBV010901;8009806000;FRE
Colchester;1206772306;23.3;9:37;2:12;0,086;SBV061205;1473687679;LOC
Brighton;1273602392;17.5;9:37;8:59;0,039;SBV071613;1435866154;NAT
;1296393939;11.5;9:37;2:52;0,199;SBV022714;800243093;FRE
Aylesbury;1296487181;12.3;9:37;14:59;0,041;320180;1778347123;NAT
;1302880512;4.5;9:37;3:25;0,237;SBV022714;800252048;FRE
Ipswich;1473255912;25.4;9:37;1:50;0,075;SBV061205;1473687679;LOC
;1483829288;14.5;9:37;3:32;0,245;SBV010901;8009806000;FRE
Huddersfield;1484511806;5.4;9:37;3:36;0,128;SBV051521;1484530710;LOC
Huddersfield;1484544566;28.3;9:37;8:59;0,048;SBV051521;1484530710;LOC
